"id","name","sku","url","price","wholesaleprice","firstsaleprice","secondsaleprice","specialpriceto","specialpricefrom","image","category","quantity",
"838","American Diamond Earring","Ear-13330-55-AD","","3750","3750","","","0000-00-00","0000-00-00","EAR-13330-55-AD-01-(1).jpg,EAR-13330-55-AD-01-(2).jpg","AD Earring,AD Earring","10",
"837","American Diamond Earring","Ear-13327-55-AD","","4450","4450","","","0000-00-00","0000-00-00","EAR-13327-55-AD-01-(1).jpg,EAR-13327-55-AD-01-(02).jpg","AD Earring,AD Earring","10",
"836","American Diamond Earring","Ear-12548-55-AD","","1650","1650","","","0000-00-00","0000-00-00","EAR-12548-55-AD-01-(1).jpg","AD Earring","10",
"835","American Diamond Earring","Ear-13332-55-AD","","3250","3250","","","0000-00-00","0000-00-00","EAR-13332-55-AD-01-(1).jpg,EAR-13332-55-AD-01-(2).jpg","AD Earring,AD Earring","10",
"834","American Diamond Earring","Ear-12643-22-AD","","3290","3290","","","0000-00-00","0000-00-00","EAR-12643-22-AD-01-(1).jpg,EAR-12643-22-AD-01-(2).jpg","AD Earring,AD Earring","10",
"833","American Diamond Earring","Ear-13258-33-AD","","2450","2450","","","0000-00-00","0000-00-00","EAR-13258-33-AD-01-(1).jpg,EAR-13258-33-AD-01-(2).jpg","AD Earring,AD Earring","10",
"832","American Diamond Earring","Ear-9967-16-AD","","15000","15000","","","0000-00-00","0000-00-00","EAR-9967-16-AD-01-(1).jpg,EAR-9967-16-AD-01-(2)-(01).jpg","AD Earring,AD Earring","10",
"831","American Diamond Earring","Ear-13246-33-AD","","3250","3250","","","0000-00-00","0000-00-00","EAR-13246-33-AD-01-(1).jpg,EAR-13246-33-AD-01-(2).jpg","AD Earring,AD Earring","10",
"830","American Diamond Earring","Ear-10409-22-AD","","2950","2950","","","0000-00-00","0000-00-00","EAR-10409-22-AD-01-(2)-(01).jpg,image_1436010481_EAR-10409-22-AD-01-(1)-(01).jpg","AD Earring,AD Earring","10",
"829","Vilandi Earring ","Ear-8146-78-AD","","10500","10500","","","0000-00-00","0000-00-00","image_1436010273_EAR-8146-78-AD-01-(1)-(01).jpg,image_1436010284_EAR-8146-78-AD-01-(2)-(01).jpg","AD Earring,AD Earring","10",
"828","American Diamond Earring","Ear-12545-55-AD","","2450","2450","","","0000-00-00","0000-00-00","EAR-12545-55-AD-01-(1).jpg","AD Earring","10",
"827","American Diamond Earring","Ear-11017-72-AD","","7800","7800","","","0000-00-00","0000-00-00","EAR-11017-72-AD-01-(2)-(01).jpg,image_1436010528_EAR-11017-72-AD-01-(1)-(01).jpg","AD Earring,AD Earring","10",
"826","American Diamond Earring","Ear-12580-72-AD","","5650","5650","","","0000-00-00","0000-00-00","EAR-12580-72-AD-01-(1).jpg,EAR-12580-72-AD-01-(2).jpg","AD Earring,AD Earring","10",
"825","American Diamond Earring","Ear-8157-78-AD","","12500","12500","","","0000-00-00","0000-00-00","image_1436010228_EAR-8157-78-AD-01-(1)-(01).jpg,image_1436010239_EAR-8157-78-AD-01-(3)-(01).jpg","AD Earring,AD Earring","10",
"824","American Diamond Earring","Ear-12550-55-AD","","1500","1500","","","0000-00-00","0000-00-00","EAR-12550-55-AD-01-(1).jpg","AD Earring","10",
"823","American Diamond Earring","Ear-13331-55-AD","","3250","3250","","","0000-00-00","0000-00-00","EAR-13331-55-AD-01-(1).jpg,EAR-13331-55-AD-01-(2).jpg","AD Earring,AD Earring","10",
"822","American Diamond Earring","Ear-12819-64-AD","","4095","4095","","","0000-00-00","0000-00-00","image_1436009067_EAR-12819-64-AD-01-(2)---Copy.jpg,image_1436009084_EAR-12819-64-AD-01-(03).jpg","AD Earring,AD Earring","10",
"821","American Diamond Earring","Ear-1698-72-AD","","7425","7425","","","0000-00-00","0000-00-00","image_1436010186_EAR-1698-72-AD-01-(1)-(01).jpg,image_1436010199_EAR-1698-72-AD-01-(2)-(01).jpg","AD Earring,AD Earring","10",
"820","American Diamond Earring","Ear-13296-13-AD","","5100","5100","","","0000-00-00","0000-00-00","EAR-13296-13-AD-01-(1).jpg,EAR-13296-13-AD-01-(2).jpg","AD Earring,AD Earring","10",
"819","American Diamond Earring","Ear-12781-64-AD","","2575","2575","","","0000-00-00","0000-00-00","EAR-12781-64-AD-01-(1).jpg","AD Earring","10",
"818","American Diamond Earring","Ear-12785-64-AD","","1925","1925","","","0000-00-00","0000-00-00","EAR-12785-64-AD-01-(1).jpg,EAR-12785-64-AD-01-(2).jpg","AD Earring,AD Earring","10",
"817","American Diamond Earring","Ear-12939-15-AD","","1750","1750","","","0000-00-00","0000-00-00","EAR-12939-15-AD-01-(1).jpg,EAR-12939-15-AD-01-(2).jpg","AD Earring,AD Earring","10",
"816","American Diamond Earring","Ear-12655-22-AD","","2250","2250","","","0000-00-00","0000-00-00","EAR-12655-22-AD-01-(2).jpg,EAR-12655-22-AD-01-(1).jpg","AD Earring,AD Earring","10",
"815","American Diamond Earring","Ear-12569-72-AD","","6750","6750","","","0000-00-00","0000-00-00","EAR-12569-72-01-(1).jpg","AD Earring","10",
"814","American Diamond Earring","Ear-11927-67-AD","","4400","4400","","","0000-00-00","0000-00-00","EAR-11927-67-AD-01-(01).jpg,EAR-11927-67-AD-01-(02).jpg","AD Earring,AD Earring","10",
"813","American Diamond Earring","Ear-12658-101-AD","","4850","4850","","","0000-00-00","0000-00-00","EAR-12658-101-AD-01-(1).jpg,EAR-12658-101-AD-01-(2).jpg","AD Earring,AD Earring","10",
"812","American Diamond Earring","Ear-12893-67-AD","","6750","6750","","","0000-00-00","0000-00-00","EAR-12893-67-AD-01-(1).jpg,EAR-12893-67-AD-01-(2).jpg","AD Earring,AD Earring","10",
"811","American Diamond Earring","Ear-13318-61-AD","","3250","3250","","","0000-00-00","0000-00-00","EAR-13318-61-AD-01-(3)-(01).jpg","AD Earring","10",
"810","American Diamond Earring","Ear-13294-67-AD","","4150","4150","","","0000-00-00","0000-00-00","EAR-13294-67-AD-01-(1).jpg,EAR-13294-67-AD-01-(2).jpg","AD Earring,AD Earring","10",
"809","American Diamond Earring","Ear-12892-67-AD","","6150","6150","","","0000-00-00","0000-00-00","EAR-12892-67-AD-01-(1).jpg","AD Earring","10",
"808","American Diamond Earring","Ear-13292-67-AD","","4990","4990","","","0000-00-00","0000-00-00","EAR-13292-67-AD-01-(1).jpg","AD Earring","10",
"807","American Diamond Earring","Ear-11023-72-AD","","9000","9000","","","0000-00-00","0000-00-00","EAR-11023-72-AD-01-(1).jpg,EAR-11023-72-AD-01-(2).jpg","AD Earring,AD Earring","10",
"806","American Diamond Earring","Ear-13224-55-AD","","5450","5450","","","0000-00-00","0000-00-00","EAR-13224-55-AD-01-(1).jpg,EAR-13224-55-AD-01-(2).jpg","AD Earring,AD Earring","10",
"805","American Diamond Earring","Ear-11024-72-AD","","9000","9000","","","0000-00-00","0000-00-00","image_1436008685_EAR-11024-72-AD-01-0-(2).jpg,image_1436008669_EAR-11024-72-AD-01-0-(1).jpg","AD Earring,AD Earring","10",
"804","American Diamond Earring","Ear-13310-61-AD","","6750","6750","","","0000-00-00","0000-00-00","EAR-13310-61-AD-01-(1).jpg","AD Earring","10",
"803","American Diamond Earring","Ear-12630-22-AD","","3500","3500","","","0000-00-00","0000-00-00","EAR-12630-22-AD-01-(1).jpg,EAR-12630-22-AD-01-(2).jpg","AD Earring,AD Earring","10",
"802","American Diamond Earring","Ear-12783-64-AD","","2750","2750","","","0000-00-00","0000-00-00","EAR-12783-64-AD-01-(1).jpg,EAR-12783-64-AD-01-(2).jpg","AD Earring,AD Earring","10",
"801","American Diamond Earring","Ear-11020-72-AD","","7500","7500","","","0000-00-00","0000-00-00","image_1436010032_EAR-11020-72-AD-01-(1)-(01).jpg,image_1436010078_EAR-11020-72-AD-01-(2)-(01).jpg","AD Earring,AD Earring","10",
"800","Vilandi Earring ","Ear-11043-16-VL","","13500","13500","","","0000-00-00","0000-00-00","EAR-11043-16-VL-01-(2)-(01).jpg","Vilandi Earring","10",
"799","American Diamond Earring","Ear-13250-33-AD","","850","850","","","0000-00-00","0000-00-00","EAR-13250-33-AD-01-(1).jpg","AD Earring","10",
"798","American Diamond Earring","Ear-13339-13-AD","","2250","2250","","","0000-00-00","0000-00-00","image_1436008743_EAR-13339-13-AD-01-(2).jpg,image_1436008840_EAR-13339-13-AD-01-(3).jpg","AD Earring,AD Earring","10",
"797","American Diamond Earring","Ear-13269-33-AD","","750","750","","","0000-00-00","0000-00-00","EAR-13269-33-AD-01-(1).jpg,EAR-13269-33-AD-01-(2).jpg","AD Earring,AD Earring","10",
"796","American Diamond Earring","Ear-11858-24-AD","","2090","2090","","","0000-00-00","0000-00-00","image_1436008888_EAR-11858-24-AD-01-(1)-(01).jpg,image_1436008907_EAR-11858-24-AD-01-(2)-(01).jpg","AD Earring,AD Earring","10",
"795","American Diamond Earring","Ear-1845-72-AD","","11250","11250","","","0000-00-00","0000-00-00","image_1436009874_EAR-1845-72-AD-01-(1)-(01).jpg,image_1436009887_EAR-1845-72-AD-01-(2)-(01).jpg","AD Earring,AD Earring","10",
"794","American Diamond Earring","Ear-11067-33-AD","","2500","2500","","","0000-00-00","0000-00-00","image_1436009950_EAR-11067-33-AD-01-0-(1).jpg,image_1436009990_EAR-11067-33-AD-01-0-(2).jpg","AD Earring,AD Earring","10",
"793","American Diamond Earring","Ear-8902-64-AD","","3595","3595","","","0000-00-00","0000-00-00","EAR-8902-64-AD-01-(1).jpg,EAR-8902-64-AD-01-(2).jpg,EAR-8902-64-AD-01-(1).jpg,EAR-8902-64-AD-01-(2).jpg","AD Earring,AD Earring,AD Earring,AD Earring","10",
"792","American Diamond Earring","Ear-11013-72-AD","","7800","7800","","","0000-00-00","0000-00-00","image_1436009723_EAR-11013-72-AD-01-(1)-(01).jpg,image_1436009745_EAR-11013-72-AD-01-(2)-(01).jpg","AD Earring,AD Earring","10",
"791","American Diamond Earring","Ear-10984-72-AD","","8400","8400","","","0000-00-00","0000-00-00","EAR-10984-72-AD-01-(1).jpg,EAR-10984-72-AD-01-(2).jpg","AD Earring,AD Earring","10",
"790","American Diamond Earring","Ear-10284-33-AD","","2850","2850","","","0000-00-00","0000-00-00","EAR-10284-33-AD-01-(1).jpg","AD Earring","10",
"789","American Diamond Earring","Ear-11554-72-AD","","6995","6995","","","0000-00-00","0000-00-00","EAR-11554-72-AD-01-(01).jpg,EAR-11554-72-AD-01-(2).jpg","AD Earring,AD Earring","10",
"788","American Diamond Earring","Ear-2894-72-AD","","7000","7000","","","0000-00-00","0000-00-00","image_1436009362_EAR-2894-72-AD-01-(1)-(01).jpg,image_1436009373_EAR-2894-72-AD-01-(2)-(01).jpg","AD Earring,AD Earring","10",
"787","American Diamond Earring","Ear-10991-72-AD","","7800","7800","","","0000-00-00","0000-00-00","image_1436009580_EAR-10991-72-AD-01-(1)-(01).jpg,image_1436009593_EAR-10991-72-AD-01-(2)-(01).jpg","AD Earring,AD Earring","10",
"786","American Diamond Earring","Ear-11014-72-AD","","7800","7800","","","0000-00-00","0000-00-00","image_1436009132_EAR-11014-72-AD-01-(2)-()1).jpg,image_1436009118_EAR-11014-72-AD-01-(1)-(01).jpg","AD Earring,AD Earring","10",
"785","American Diamond Earring","Ear-11027-72-AD","","7200","7200","","","0000-00-00","0000-00-00","image_1436009175_EAR-11027-72-AD-01-(1)-(01).jpg,image_1436009192_EAR-11027-72-AD-01-0-(2).jpg","AD Earring,AD Earring","10",
"784","American Diamond Earring","Ear-12646-22-AD","","4350","4350","","","0000-00-00","0000-00-00","EAR-12646-22-AD-01-(1).jpg","AD Earring","10",
"783","American Diamond Earring","Ear-13244-33-AD","","3050","3050","","","0000-00-00","0000-00-00","EAR-13244-33-AD-01-(1).jpg,EAR-13244-33-AD-01-(2).jpg","AD Earring,AD Earring","10",
"782","American Diamond Earring","Ear-12790-64-AD ","","4695","4695","","","0000-00-00","0000-00-00","EAR-12790-64-AD-01-(1).jpg,EAR-12790-64-AD-01-(2).jpg","AD Earring,AD Earring","10",
"781","American Diamond Earring","Ear-12017-15-AD ","","3500","3500","","","0000-00-00","0000-00-00","image_1436258853_EAR-12017-15-AD-01-(1).jpg,image_1436258867_EAR-12017-15-AD-01-(2).jpg","AD Earring,AD Earring","10",
"780","American Diamond Earring","Ear-11849-137-AD ","","5250","5250","","","0000-00-00","0000-00-00","EAR-11849-137-AD-01-0(1).jpg","AD Earring","10",
"779","American Diamond Earring","Ear-12631-22-AD","","9950","9950","","","0000-00-00","0000-00-00","EAR-12631-22-AD-01-(1).jpg,EAR-12631-22-AD-01-(2).jpg","AD Earring,AD Earring","10",
"778","American Diamond Earring","Ear-13308-21-AD","","5850","5850","","","0000-00-00","0000-00-00","EAR-13308-21-AD-01-(1).jpg,EAR-13308-21-AD-01-(2).jpg","AD Earing,AD Earing","10",
"777","American Diamond Earring","Ear-11000-72-AD","","7800","7800","","","0000-00-00","0000-00-00","EAR-11000-72-AD-01-0-(1).jpg,EAR-11000-72-AD-01-(2)-(01).jpg","AD Earing,AD Earing","10",
"776","American Diamond Earring","Ear-13253-33-AD","","2100","2100","","","0000-00-00","0000-00-00","EAR-13253-33-AD-01-(2).jpg,EAR-13253-33-AD-01-(1).jpg","AD Earing,AD Earing","10",
"775","American Diamond Earring","Ear-13255-33-AD","","2590","2590","","","0000-00-00","0000-00-00","EAR-13255-33-AD-01-(1).jpg,EAR-13255-33-AD-01-(2).jpg","AD Earing,AD Earing","10",
"774","American Diamond Earring","Ear-12646-55-AD","","2450","2450","","","0000-00-00","0000-00-00","EAR-12646-22-AD-01-(1).jpg","AD Earing","10",
"773","American Diamond Earring","Ear-12747-16-AD","","6750","6750","","","0000-00-00","0000-00-00","EAR-12747-16-AD-01-(1).jpg,EAR-12747-16-AD-01-(2).jpg","AD Earing,AD Earing","10",
"770","American Diamond Earring","Ear-12586-72-AD","","5650","5650","","","0000-00-00","0000-00-00","EAR-12586-72-AD-5650-01-(1)-(1).jpg,EAR-12586-72-AD-5650-01-(2).jpg","AD Earing,AD Earing","10",
"766","Avinash","avinash sku","iaushiaus","10000","1000","1000","1000","2015-07-03","2015-07-01","image_1435844299_topic-1350661050.jpg,image_1435844228_Nature_at_its_Best!!!.png,image_1435844299_topic-1350661050.jpg,image_1435844228_Nature_at_its_Best!!!.png","AD Bangle,AD KADA,AD KADA,AD Bangle","10",
"765","Italian Jewellery Chain","CBT-24-70-AD","","85000","","","","0000-00-00","0000-00-00","image_1439371240_CBT-24-70-AD-01-(1)-(01).jpg","Italian Chain","10",
"764","Villandi Set","Set-9565-21-VL","","10990","10990","","","0000-00-00","0000-00-00","image_1434527036_Set-9565-21-VL-01-(1).jpg,image_1434527057_Set-9565-21-VL-01-(4).jpg,image_1434527148_Set-9565-21-VL-01-(5).jpg","Vilandi Necklace Set,Vilandi Necklace Set,Vilandi Necklace Set","10",
"763","Vilandi  Pendant Set","PDS-2565-256-VL ","","5450","5450","","","0000-00-00","0000-00-00","PDS-2565-256-VL-01-(4)-(01).jpg,PDS-2565-256-VL-01-(1)-(01).jpg,PDS-2565-256-VL-01-(3)-(01).jpg","Vilandi  Pendant Set,Vilandi  Pendant Set,Vilandi  Pendant Set","10",
"762","AD Pendant Set","PDS-2571-55-AD","","4500","4500","","","0000-00-00","0000-00-00","PDS-2571-55-VL-01-(1)-(01).jpg,PDS-2571-55-VL-01-(3)-(01).jpg,PDS-2571-55-VL-01-(4)-(01).jpg","AD PENDANT SET,AD PENDANT SET,AD PENDANT SET","10",
"761","AD Pendant Set","PDS-2570-55-AD","","3650","3650","","","0000-00-00","0000-00-00","PDS-2570-55-VL-01-(1)-(01).jpg,PDS-2570-55-VL-01-(3)-(01).jpg,PDS-2570-55-VL-01-(4)-(01).jpg","AD PENDANT SET,AD PENDANT SET,AD PENDANT SET","9",
"760","Vilandi  Pendant Set","PDS-2566-56-VL ","","3850","3850","","","0000-00-00","0000-00-00","PDS-2566-56-VL-01-(3)-(01).jpg,PDS-2566-56-VL-01-(4)-(01).jpg,PDS-2566-56-VL-01-(1)-(01).jpg","Vilandi Pendant Set,Vilandi Pendant Set,Vilandi Pendant Set","10",
"759","Vilandi  Pendant Set","PDS-2564-56-VL ","","5350","5350","","","0000-00-00","0000-00-00","PDS-2564-56-VL-01-(2)-(01).jpg,PDS-2564-56-VL-01-(3)-(01).jpg,PDS-2564-56-VL-01-(4)-(01).jpg","Vilandi Pendant Set,Vilandi Pendant Set,Vilandi Pendant Set","10",
"758","Vilandi  Set","SET-9571-56-VL ","","23500","23500","","","0000-00-00","0000-00-00","Set-9571-56-VL-01-(1)-(01).jpg,Set-9571-56-VL-01-(4)-(01).jpg,Set-9571-56-VL-01-(6)-(01).jpg","Vilandi Necklace Set,Vilandi Necklace Set,Vilandi Necklace Set","10",
"757","Vilandi  Set","SET-9570-56-VL ","","14500","14500","","","0000-00-00","0000-00-00","Set-9570-56-VL-01-(2)-(01).jpg,Set-9570-56-VL-01-(3)-(01).jpg,Set-9570-56-VL-01-(1)-(01).jpg","Vilandi Necklace Set,Vilandi Necklace Set,Vilandi Necklace Set","10",
"756","Vilandi Earring","EAR-10202-124-VL","","2800","2800","","","0000-00-00","0000-00-00","image_1434623570_EAR-10202-124-VL-01-(1)-(01).jpg,image_1434623593_EAR-10202-124-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"755","Vilandi Earring","EAR-13227-55-VL ","","5850","5850","","","0000-00-00","0000-00-00","EAR-13227-55-VL-01-(1)-(01).jpg,EAR-13227-55-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","6",
"754","Vilandi Earring","EAR-9797-16-VL ","","5500","5500","","","0000-00-00","0000-00-00","EAR-9797-16-VL-01-(1)-(01).jpg,EAR-9797-16-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"753","Vilandi Earring","EAR-12691-101-VL ","","9450","9450","","","0000-00-00","0000-00-00","EAR-12691-101-VL-01-(1)-(01).jpg,EAR-12691-101-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"752","Vilandi Earring","EAR-12438-56-VL ","","7500","7500","","","0000-00-00","0000-00-00","EAR-12438-56-VL-01-(1)-(01).jpg,EAR-12438-56-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"751","Vilandi Earring","EAR-11047-16-VL ","","1650","1650","","","0000-00-00","0000-00-00","EAR-11047-16-VL-01-(1)-(01).jpg,EAR-11047-16-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"750","Vilandi Earring","EAR-13290-56-VL ","","3750","3750","","","0000-00-00","0000-00-00","EAR-13290-56-VL-01-(1)-(01).jpg,EAR-13290-56-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"749","Vilandi Earring","EAR-13286-56-VL ","","5000","5000","","","0000-00-00","0000-00-00","EAR-13286-56-VL-01-(1)-(01).jpg,EAR-13286-56-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"748","Vilandi Earring","EAR-12600-24-VL ","","5850","5850","","","0000-00-00","0000-00-00","EAR-12600-24-VL-01-(1)-(01).jpg,EAR-12600-24-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"747","Vilandi Earring","EAR-11639-56-VL ","","4650","4650","","","0000-00-00","0000-00-00","EAR-11639-56-VL-01-(2)-(01).jpg,EAR-11639-56-VL-01-(1)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"746","Vilandi Earring","EAR-11591-56-VL ","","4150","4150","","","0000-00-00","0000-00-00","EAR-11591-56-VL-01-(1)-(01).jpg,EAR-11591-56-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"745","Kundan  Earring","EAR-12677-101-KD ","","9850","9850","","","0000-00-00","0000-00-00","EAR-12677-101-KD-01-(1)-(01).jpg,EAR-12677-101-KD-01-(3)-(01).jpg","Kundan,Kundan","10",
"744","Vilandi Earring","EAR-13050-56-VL ","","500","500","","","0000-00-00","0000-00-00","EAR-13050-56-VL-01-(1)-(01).jpg,EAR-13050-56-VL-01-(3)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"743","Frostet Earring","EAR-11393-55-FRO","","2295","2295","","","0000-00-00","0000-00-00","EAR-11393-55-FRO-01-(1)-(01).jpg,EAR-11393-55-FRO-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"742","Vilandi Earring","EAR-13063-57-VL ","","1350","1350","","","0000-00-00","0000-00-00","EAR-13063-57-VL-01-(1)-(01).jpg,EAR-13063-57-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"741","American Diamond Earring","EAR-12625-13-AD ","","3350","3350","","","0000-00-00","0000-00-00","EAR-12625-13-AD-01-(1)-(01).jpg,EAR-12625-13-AD-01-(3)-(01).jpg","AD Earing,AD Earing","10",
"740","Vilandi Earring","EAR-13071-57-VL ","","1500","1500","","","0000-00-00","0000-00-00","EAR-13071-57-VL-01-(1)-(01).jpg,EAR-13071-57-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"739","Vilandi Earring","EAR-13062-57-VL ","","1650","1650","","","0000-00-00","0000-00-00","EAR-13062-57-VL-01-(1)-(01).jpg","Vilandi Earring","10",
"738","Vilandi Earring","EAR-13055-56-VL ","","1650","1650","","","0000-00-00","0000-00-00","EAR-13055-56-VL-01-(1)-(01).jpg,EAR-13055-56-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"737","Vilandi Earring","EAR-13052-56-VL ","","1450","1450","","","0000-00-00","0000-00-00","EAR-13052-56-VL-01-(1)-(01).jpg,EAR-13052-56-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"736","Vilandi Earring","Ear-13054-56-VL ","","1350","1350","","","0000-00-00","0000-00-00","EAR-13054-56-VL-01-(1)-(01).jpg,EAR-13054-56-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"735","Vilandi Earring","EAR-12215-57-VL ","","1500","1500","","","0000-00-00","0000-00-00","EAR-12215-57-VL-01-(1)-(01).jpg,EAR-12215-57-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"734","Vilandi Earring","EAR-12742-16-VL ","","1850","1850","","","0000-00-00","0000-00-00","EAR-12742-16-VL-01-(1)-(01).jpg,EAR-12742-16-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"733","Vilandi Earring","EAR-10596-16-VL ","","1450","1450","","","0000-00-00","0000-00-00","EAR-10596-16-VL-01-(1)-(01).jpg,EAR-10596-16-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"732","Vilandi Earring","EAR-12749-16-VL ","","3000","3000","","","0000-00-00","0000-00-00","EAR-12749-16-VL-01-(2)-(01).jpg,EAR-12749-16-VL-01-(1)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"731","Vilandi Earring","EAR-13218-16-VL ","","4850","4850","","","0000-00-00","0000-00-00","EAR-13218-16-VL-01-(2)-(01).jpg,image_1436536619_EAR-13218-16-VL-01-(1)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"730","Vilandi Earring","EAR-13212-16-VL ","","1800","1800","","","0000-00-00","0000-00-00","EAR-13212-16-VL-01-(1)-(01).jpg,EAR-13212-16-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"729","Vilandi Earring","EAR-11592-56-VL ","","2895","2895","","","0000-00-00","0000-00-00","EAR-11592-56-VL-01-(1)-(01).jpg,EAR-11592-56-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"728","Vilandi Earring","EAR-13079-57-VL ","","2500","2500","","","0000-00-00","0000-00-00","EAR-13079-57-VL-01-(1)-(01).jpg,EAR-13079-57-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"727","Vilandi Earring","EAR-13199-16-VL ","","3000","3000","","","0000-00-00","0000-00-00","EAR-13199-16-VL-01-(2)-(01).jpg,EAR-13199-16-VL-01-(1)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"726","Vilandi Earring","EAR-11666-16-VL ","","2800","2800","","","0000-00-00","0000-00-00","EAR-11666-16-VL-01-(1)-(01).jpg,EAR-11666-16-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"725","Vilandi Earring","EAR-13217-16-VL ","","2500","2500","","","0000-00-00","0000-00-00","EAR-13217-16-VL-01-(1)-(01).jpg,EAR-13217-16-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"724","Vilandi Earring","EAR-13226-55-VL ","","4850","4850","","","0000-00-00","0000-00-00","EAR-13226-55-VL-01-(1)-(01).jpg,EAR-13226-55-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"723","Vilandi Earring","EAR-12418-55-VL ","","4950","4950","","","0000-00-00","0000-00-00","EAR-12418-55-01-(1)-(01).jpg,EAR-12418-55-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"722","Vilandi Earring","EAR-12680-101-VL ","","3990","3990","","","0000-00-00","0000-00-00","EAR-12680-101-VL-01-(1)-(01).jpg,EAR-12680-101-VL-01-(2)-(01).jpg,EAR-12680-101-VL-01-(1)-(01).jpg,EAR-12680-101-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring,Vilandi Earring,Vilandi Earring","10",
"721","Vilandi Earring","EAR-11574-56-VL ","","6650","6650","","","0000-00-00","0000-00-00","EAR-11574-56-VL-01-(1)-(01).jpg,EAR-11574-56-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"720","Vilandi Earring","EAR-10418-68-VL ","","4800","4800","","","0000-00-00","0000-00-00","EAR-10418-68-VL-01-(1)-(01).jpg,EAR-10418-68-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"719","Vilandi Earring","EAR-13080-57-VL ","","2650","2650","","","0000-00-00","0000-00-00","EAR-13080-57-VL-01-(2)-(01).jpg,EAR-13080-57-VL-01-(1)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"718","Vilandi Earring","EAR-11514-24-VL ","","4300","4300","","","0000-00-00","0000-00-00","EAR-11514-24-VL-01-(1)-(01).jpg,EAR-11514-24-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"717","Vilandi Earring","EAR-9483-13-VL ","","3600","3600","","","0000-00-00","0000-00-00","EAR-9483-13-VL-01-(1)-(01).jpg,EAR-9483-13-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"716","Victoria Earring","EAR-12753-16-VC","","25000","2500","","","0000-00-00","0000-00-00","EAR-12753-16-VC-01-(1)-(01).jpg,EAR-12753-16-VC-01-(2).jpg","Vilandi Earring,Vilandi Earring","10",
"715","Vilandi Earring","EAR-13065-57-VL ","","1950","1950","","","0000-00-00","0000-00-00","EAR-13065-57-VL-01-(1)-(01).jpg,EAR-13065-57-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"714","Vilandi Earring","EAR-13235-57-VL ","","5850","5850","","","0000-00-00","0000-00-00","EAR-13235-57-VL-01-(1)-(01).jpg,EAR-13235-57-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"713","Vilandi Earring","EAR-8949-13-VL ","","9980","9980","","","0000-00-00","0000-00-00","EAR-8949-13-VL-01-(1)-(01).jpg,EAR-8949-13-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
"712","Vilandi Earring","EAR-13295-13-VL ","","7650","7650","","","0000-00-00","0000-00-00","EAR-13295-13-VL-01-(1)-(01).jpg,EAR-13295-13-VL-01-(2)-(01).jpg","Vilandi Earring,Vilandi Earring","10",
